region,settlement,year,assets,assets_depreciation,assets_exhausted,assets_new,invest_budg,invest_fed,investment,wage,workers
Московская область,Ногинск,2015,87459.8,41.6,10.5,14183.1,9.2,0.2,12135.8,47313.8,29.5
Московская область,Ногинск,2016,71992.1,40.1,10.2,6736.2,15.2,2.8,9094.7,41258.7,26.7
Московская область,Ногинск,2017,84140.1,44.5,18.4,5592.7,13.9,6.0,6677.4,45586.7,30.2
Московская область,Ногинск,2018,96766.4,42.9,10.4,17865.9,51.8,50.5,20511.9,52464.4,30.6
Московская область,Ногинск,2019,162411.6,41.9,8.4,11928.2,18.0,6.4,9053.2,55238.0,30.6
Московская область,Одинцово,2008,16.567,27.7,4.8,,11.5,0.1,2529.1,22891.0,22.2
Московская область,Одинцово,2009,15.249,34.8,3.3,,2.9,0.1,1438.1,24308.0,21.6
Московская область,Одинцово,2010,17153.0,28.6,3.7,3130.0,3.5,0.2,2032.2,25989.0,23.9
Московская область,Одинцово,2011,20460.0,45.2,15.2,2762.0,2.1,0.0,3619.2,29555.0,26.9
Московская область,Одинцово,2012,27285.7,47.2,15.4,3835.9,11.9,1.5,5814.7,35360.0,30.7
Московская область,Одинцово,2013,32279.9,46.8,14.2,3606.9,28.8,2.4,3833.8,41512.4,33.1
Московская область,Одинцово,2014,29277.8,46.0,16.5,4980.5,35.0,7.4,4324.5,39638.5,36.0
Московская область,Одинцово,2015,48024.2,32.2,10.8,7454.7,26.6,19.3,4137.2,44220.8,29.6
Московская область,Одинцово,2016,84283.6,33.5,2.6,9408.2,43.1,,2508.3,50345.8,24.0
Московская область,Одинцово,2017,87585.0,33.5,2.1,13455.8,25.4,,18615.5,52868.7,27.1
Московская область,Одинцово,2018,8788.1,51.2,12.9,653.5,16.3,0.0,12456.5,58529.7,29.3
Московская область,Одинцово,2019,25806.6,36.3,11.9,3093.1,15.4,2.2,12855.2,61181.1,34.1
Московская область,Орехово-Зуево,2008,11288.0,43.6,16.8,,12.4,1.7,1831.3,18369.0,27.5
Московская область,Орехово-Зуево,2009,9283.0,40.9,12.9,,8.3,7.0,1699.8,19947.0,22.9
Московская область,Орехово-Зуево,2010,10279.0,42.7,11.6,1838.0,25.5,9.2,1516.3,21287.0,22.2
Московская область,Орехово-Зуево,2011,13424.0,33.7,8.2,4714.0,11.2,0.4,2677.0,23458.0,21.5
Московская область,Орехово-Зуево,2012,17831.3,37.5,12.8,3040.4,48.1,1.3,1440.6,27727.0,22.3
Московская область,Орехово-Зуево,2013,19766.0,36.9,11.7,4813.8,17.4,3.7,2284.6,31078.0,22.8
Московская область,Орехово-Зуево,2014,18839.6,38.9,12.1,1866.8,25.2,3.0,1288.6,34350.1,20.7
Московская область,Орехово-Зуево,2015,21735.2,41.7,12.8,3407.1,43.9,8.3,1662.7,36390.0,20.2
Московская область,Орехово-Зуево,2016,27520.4,39.3,11.7,4853.0,23.7,2.2,3068.0,38581.4,19.9
Московская область,Орехово-Зуево,2017,29190.0,42.9,12.7,2173.1,45.6,0.5,2218.5,41779.5,19.9
Московская область,Орехово-Зуево,2018,36363.9,44.0,14.0,3561.0,41.2,0.8,2466.3,45950.2,19.2
Московская область,Орехово-Зуево,2019,48173.5,45.6,17.6,2939.6,31.9,3.0,1610.8,48900.6,19.1
Московская область,Подольск,2008,57604.0,32.6,5.8,,0.2,0.1,18651.1,26896.0,51.5
Московская область,Подольск,2009,74136.0,37.4,8.9,,0.08,0.01,13405.2,28692.0,50.9
Московская область,Подольск,2010,84869.0,36.4,8.3,14322.0,0.3,0.01,10684.0,32198.0,50.0
Московская область,Подольск,2011,102368.0,40.2,9.3,12302.0,0.4,0.3,14430.9,35311.0,51.3
Московская область,Подольск,2012,91250.6,32.0,10.8,17293.0,0.1,0.0,11210.8,39124.0,53.1
Московская область,Подольск,2013,110646.6,39.4,9.5,26516.0,18.5,2.0,10726.4,44161.1,61.7
Московская область,Подольск,2014,114586.3,40.0,9.9,21121.1,20.9,0.2,10456.9,47606.9,61.6
Московская область,Подольск,2015,113450.6,43.8,14.0,14316.9,5.1,2.1,8998.2,49794.5,58.5
Московская область,Подольск,2016,200378.8,44.1,12.6,14119.8,34.8,11.8,9703.2,49821.9,74.4
Московская область,Подольск,2017,196233.4,48.5,9.0,13745.0,17.8,4.6,9134.7,53547.0,72.1
Московская область,Подольск,2018,201512.6,48.7,15.3,14655.2,13.0,4.7,14232.6,56995.4,75.0
Московская область,Подольск,2019,390424.3,52.2,17.3,21516.7,22.6,5.6,18805.6,60617.8,77.5
Московская область,Реутов,2015,21139.5,44.3,13.6,2089.8,6.7,6.1,8056.7,45486.6,17.2
Московская область,Реутов,2016,27047.8,42.2,13.3,2540.3,15.5,14.3,5476.9,47678.9,17.5
Московская область,Реутов,2017,29249.9,40.9,14.1,2295.4,20.2,16.3,4675.7,52601.9,18.8
Московская область,Реутов,2018,41203.0,40.4,6.4,2444.3,7.0,0.7,3706.0,58106.0,18.1
Московская область,Реутов,2019,44170.5,40.4,10.2,3521.4,6.6,,4633.7,62387.6,18.2
Московская область,Серпухов,2008,19986.0,44.3,9.1,,0.4,0.3,1216.1,18285.0,28.1
Московская область,Серпухов,2009,25194.0,36.5,9.1,,0.5,0.4,1495.8,19635.0,23.4
Московская область,Серпухов,2010,21309.0,46.3,9.8,3246.0,0.5,0.5,2437.9,21219.0,23.2
Московская область,Серпухов,2011,22361.0,54.9,13.1,2752.0,3.2,1.2,2737.9,23813.0,22.5
Московская область,Серпухов,2012,23777.0,53.8,14.6,3275.4,12.1,5.9,3005.3,28458.0,21.0
Московская область,Серпухов,2013,26729.0,45.9,11.6,7147.8,18.9,6.4,3541.3,31448.7,21.0
Московская область,Серпухов,2014,24932.5,49.3,14.6,2164.1,34.5,10.3,2363.0,34613.9,20.7
Московская область,Серпухов,2015,29111.4,50.7,13.9,4825.8,35.8,13.8,2675.0,37143.6,21.2
Московская область,Серпухов,2016,28737.0,52.1,13.7,2094.1,25.3,16.1,2415.6,40598.7,21.0
Московская область,Серпухов,2017,31135.5,52.1,18.5,2148.8,19.2,0.5,2138.1,43608.4,21.0
Московская область,Серпухов,2018,35365.5,50.6,21.2,3853.6,48.4,0.2,4577.8,47179.5,20.9
Московская область,Серпухов,2019,37816.2,57.1,22.8,6321.1,41.2,0.3,4310.9,50100.9,21.3
Московская область,Химки,2008,116137.0,24.8,4.9,,5.4,4.0,23784.7,29002.0,66.6
Московская область,Химки,2009,134396.0,28.0,4.8,,4.3,3.9,22587.9,32157.0,66.9
Московская область,Химки,2010,175606.0,24.9,4.1,42480.0,9.8,8.3,12548.3,37105.0,68.0
Московская область,Химки,2011,138843.0,29.4,5.9,13390.0,10.5,8.3,15446.0,42528.0,69.0
Московская область,Химки,2012,168002.0,36.5,7.0,45248.4,14.8,11.4,17140.0,47916.0,71.3
Московская область,Химки,2013,147150.7,34.3,8.1,13685.9,16.8,7.7,20226.3,52102.2,72.8
Московская область,Химки,2014,254226.6,40.6,8.9,40682.8,6.7,3.5,25109.3,57567.7,72.9
Московская область,Химки,2015,278881.7,43.2,12.2,31888.7,10.6,6.0,18789.2,62953.9,72.9
Московская область,Химки,2016,239558.3,41.7,11.7,18621.2,10.5,3.9,24772.1,67911.6,75.6
Московская область,Химки,2017,283461.7,37.7,9.6,46715.5,4.9,3.6,66428.4,72067.3,76.3
Московская область,Химки,2018,390643.2,34.3,6.7,81604.4,8.9,7.9,79516.8,80628.7,82.8
Московская область,Химки,2019,523041.6,31.4,6.4,133078.0,4.4,3.9,84113.9,83092.5,96.0
Московская область,Щелково,2008,30710.0,32.7,6.3,,6.5,0.0,3235.9,23154.0,30.6
Московская область,Щелково,2009,36553.0,35.0,7.2,,,0.0,2150.4,24840.0,29.8
Московская область,Щелково,2010,35105.0,39.4,9.9,3802.0,,0.0,6625.3,29516.0,28.3
Московская область,Щелково,2011,39498.0,38.6,10.6,5360.0,,0.0,14389.7,36667.0,28.2
Московская область,Щелково,2012,42864.4,41.5,13.0,3470.8,0.2,0.0,2326.8,38971.0,30.6
Московская область,Щелково,2013,73321.7,33.6,8.0,23633.1,1.8,0.6,15714.4,46649.0,31.7
Московская область,Щелково,2014,71313.9,34.0,7.7,6515.4,0.8,,14624.1,48091.2,26.7
Московская область,Щелково,2015,111376.0,25.1,5.4,31978.4,11.2,,7697.9,47313.8,25.9
Московская область,Щелково,2016,147976.5,29.7,7.1,13044.2,13.3,2.6,4857.7,50451.2,25.4
Московская область,Щелково,2017,125172.8,30.0,9.0,14129.5,25.3,0.1,7441.1,57167.7,25.9
Московская область,Щелково,2018,192117.8,45.3,6.1,11196.9,17.6,0.2,7728.2,62122.3,27.8
Московская область,Щелково,2019,96845.3,43.3,11.3,5286.1,7.4,0.1,25978.6,65356.2,30.9
Московская область,Электросталь,2008,31324.0,50.9,24.0,,7.4,0.7,3637.4,21278.0,41.5
Московская область,Электросталь,2009,33469.0,50.9,22.5,,1.5,1.2,3805.7,22027.0,37.9
Московская область,Электросталь,2010,36578.0,54.1,24.4,5636.0,1.5,0.4,2886.9,23953.0,37.2
Московская область,Электросталь,2011,40830.0,50.4,12.0,3899.0,4.3,2.05,4435.3,26607.0,36.9
Московская область,Электросталь,2012,44305.9,50.4,20.0,4578.6,14.7,13.5,5607.4,30739.0,35.6
Московская область,Электросталь,2013,49957.6,49.5,20.7,5328.7,10.6,5.5,7258.5,34313.1,34.5
Московская область,Электросталь,2014,59987.0,44.0,17.5,12193.3,0.7,0.1,10499.8,36966.5,34.5
Московская область,Электросталь,2015,67729.8,43.6,15.3,9630.6,15.5,10.4,6975.6,38385.6,33.8
Московская область,Электросталь,2016,71546.8,45.8,19.2,5937.0,5.4,0.2,4815.6,40962.8,31.5
Московская область,Электросталь,2017,88137.0,46.5,17.7,7658.2,9.6,0.7,4459.5,44784.9,30.4
Московская область,Электросталь,2018,96144.1,47.6,16.9,7142.3,10.5,1.1,5032.4,47471.7,29.8
Московская область,Электросталь,2019,97097.6,50.5,19.0,4182.9,13.9,0.7,1815.5,51397.3,29.0
Мурманская область,Мурманск,2008,190375.86,35.8,11.1,,22.1,7.0,21817.6,26818.7,110.4
Мурманская область,Мурманск,2009,212805.955,37.5,11.0,,21.9,11.6,14369.2,30142.3,108.9
Мурманская область,Мурманск,2010,181727.7,42.0,12.1,7163.9,37.0,19.0,7487.1,33592.3,106.5
Мурманская область,Мурманск,2011,285557.8,39.7,11.1,19926.2,27.1,20.3,19417.3,36984.8,104.3
Мурманская область,Мурманск,2012,358611.2,29.6,7.3,25163.1,38.8,31.5,19438.8,42012.3,100.7
Мурманская область,Мурманск,2013,405732.5,33.2,8.4,24344.3,47.3,37.1,23476.8,46350.6,100.2
Мурманская область,Мурманск,2014,538916.4,33.9,10.1,34687.3,50.5,46.5,43898.7,50097.0,98.6
Мурманская область,Мурманск,2015,723692.3,34.4,10.3,54810.6,57.1,54.5,53885.1,53239.9,96.9
Мурманская область,Мурманск,2016,743270.1,35.9,11.2,37110.9,54.5,51.5,42461.4,57040.8,95.7
Мурманская область,Мурманск,2017,452623.6,36.9,10.9,29377.0,38.3,36.1,55104.8,61261.6,90.2
Мурманская область,Мурманск,2018,473404.7,39.5,10.5,18880.9,49.4,47.5,74618.3,68469.4,89.8
Мурманская область,Мурманск,2019,555635.5,39.8,11.2,35341.1,62.6,58.9,67321.9,74317.1,87.6
Новгородская область,Великий Новгород,2008,70315.185,41.3,14.0,,19.3,12.0,9574.3,17002.1,82.6
Новгородская область,Великий Новгород,2009,76084.736,43.4,15.6,,22.8,16.7,10097.2,18616.3,80.0
Новгородская область,Великий Новгород,2010,82477.7,46.1,16.8,8736.0,10.9,8.0,8829.2,20608.7,78.1
Новгородская область,Великий Новгород,2011,88704.6,46.0,16.4,8863.3,10.4,6.3,10449.7,22554.1,79.8
Новгородская область,Великий Новгород,2012,101459.7,42.6,14.8,13623.3,14.3,10.3,16870.8,26531.5,79.5
Новгородская область,Великий Новгород,2013,116536.4,45.9,15.7,10262.4,27.7,24.7,20980.1,29461.8,80.0
Новгородская область,Великий Новгород,2014,135421.3,48.7,17.0,11430.4,14.1,11.6,21363.8,31175.7,78.4
Новгородская область,Великий Новгород,2015,159034.0,51.0,19.7,8414.7,8.4,6.2,21365.7,32376.6,74.1
Новгородская область,Великий Новгород,2016,235000.2,48.2,16.2,39089.9,12.2,7.7,21401.1,34671.8,71.9
Новгородская область,Великий Новгород,2017,240405.0,43.3,18.0,11108.4,14.0,7.8,14064.3,36640.1,70.6
Новгородская область,Великий Новгород,2018,266401.2,44.4,16.1,17152.8,8.0,2.2,18278.0,39576.9,68.8
Новгородская область,Великий Новгород,2019,291111.6,49.8,16.5,12953.0,10.3,5.0,18924.3,42022.4,66.2
Новосибирская область,Новосибирск,2008,466719.307,38.9,10.8,,26.5,13.9,68951.7,19370.3,459.7
Новосибирская область,Новосибирск,2009,529377.124,40.4,10.7,,27.8,17.6,47501.8,21257.0,421.2
Новосибирская область,Новосибирск,2010,587971.8,41.8,12.2,48303.0,26.2,14.1,54684.6,23374.9,419.9
Новосибирская область,Новосибирск,2011,654322.3,41.5,12.0,66416.4,31.5,18.4,69696.6,25909.0,418.7
Новосибирская область,Новосибирск,2012,705154.6,42.5,14.2,76171.7,31.2,16.7,83699.4,29549.0,422.5
Новосибирская область,Новосибирск,2013,784628.0,40.5,12.0,89813.0,25.3,11.4,90504.0,33040.0,425.8
Новосибирская область,Новосибирск,2014,816603.1,41.1,12.7,75940.5,20.4,10.9,94163.9,35574.0,428.6
Новосибирская область,Новосибирск,2015,923633.5,46.9,16.7,97069.7,27.5,18.4,77505.2,37093.0,419.3
Новосибирская область,Новосибирск,2016,983909.3,48.7,17.4,67584.0,15.7,10.1,64301.7,39282.9,409.0
Новосибирская область,Новосибирск,2017,1063786.8,49.5,16.3,70269.2,20.3,10.3,66081.4,41884.3,402.4
Новосибирская область,Новосибирск,2018,1110846.8,49.6,18.4,77277.8,24.8,13.2,67596.8,46467.8,404.6
Новосибирская область,Новосибирск,2019,1212509.5,51.6,18.8,88091.5,29.1,15.5,97757.5,49980.0,396.0
Новосибирская область,Бердск,2011,6630.5,40.2,14.2,514.8,19.0,9.2,492.6,19481.0,14.9
Новосибирская область,Бердск,2012,6827.3,43.6,15.0,797.9,27.3,4.1,598.0,21958.0,14.2
Новосибирская область,Бердск,2013,7498.4,46.7,15.2,714.0,54.2,1.5,725.4,24781.0,14.6
Новосибирская область,Бердск,2014,7882.6,47.5,8.6,633.4,42.6,0.7,823.3,26457.0,14.9
Новосибирская область,Бердск,2015,10048.1,58.8,7.4,617.3,59.5,29.9,1023.5,27783.8,14.9
Новосибирская область,Бердск,2016,11532.0,57.4,7.3,1058.8,50.1,17.3,1521.7,29419.0,15.1
Новосибирская область,Бердск,2017,12375.1,58.7,8.4,415.4,30.6,16.3,1187.0,31383.7,15.1
Новосибирская область,Бердск,2018,14127.7,54.6,25.1,1551.3,44.6,33.4,2001.3,36623.0,15.5
Новосибирская область,Бердск,2019,14315.4,55.8,25.5,859.0,36.1,23.6,2082.4,37762.9,15.4
Омская область,Омск,2008,260617.514,34.4,7.6,,15.6,6.4,47946.5,15975.6,339.4
Омская область,Омск,2009,300455.23,37.0,7.7,,13.9,9.9,35603.0,17194.6,324.1
Омская область,Омск,2010,337209.7,38.0,7.9,32463.2,12.9,7.4,42990.3,19317.1,317.4
Омская область,Омск,2011,386416.3,40.0,7.4,47405.5,14.6,5.8,48229.2,21900.0,317.3
Омская область,Омск,2012,448224.9,40.8,10.4,54269.1,14.5,8.0,64558.7,25015.0,317.0
Омская область,Омск,2013,509848.8,41.8,10.5,60423.6,15.5,9.1,62772.7,28064.0,320.1
Омская область,Омск,2014,566993.4,43.1,11.0,46460.9,13.6,9.3,64402.5,29619.3,317.3
Омская область,Омск,2015,592333.5,45.9,12.8,44985.7,23.3,18.6,57710.6,31077.4,308.7
Омская область,Омск,2016,640028.6,46.6,14.5,47573.4,11.3,6.6,54360.2,32861.2,298.1
Омская область,Омск,2017,676902.8,49.4,14.1,42782.0,5.5,3.4,59797.8,35602.0,289.2
Омская область,Омск,2018,707301.8,51.2,14.9,40630.6,5.1,2.3,72321.6,39696.1,286.8
Омская область,Омск,2019,759218.1,53.4,16.5,49672.1,6.1,4.2,107409.1,42690.6,286.1
Оренбургская область,Оренбург,2008,416094.077,65.0,37.5,,21.6,7.0,24182.1,15940.0,166.4
Оренбургская область,Оренбург,2009,437670.402,66.0,35.4,,20.8,10.9,18634.8,17262.0,162.0
Оренбургская область,Оренбург,2010,516399.6,67.3,34.8,29931.0,16.3,8.6,17267.2,18990.0,163.7
Оренбургская область,Оренбург,2011,623994.3,67.0,36.9,43336.5,19.7,10.3,15296.3,20977.5,158.6
Оренбургская область,Оренбург,2012,656073.4,67.4,37.9,29085.0,11.3,6.6,29213.9,24046.2,158.1
Оренбургская область,Оренбург,2013,746145.1,66.6,39.9,46385.0,9.8,3.7,37467.5,27811.7,157.3
Оренбургская область,Оренбург,2014,809441.6,68.5,43.0,40050.0,7.4,4.0,47849.4,29851.2,159.3
Оренбургская область,Оренбург,2015,887912.3,66.6,42.3,71052.7,5.5,3.6,60741.9,31660.4,186.7
Оренбургская область,Оренбург,2016,997171.5,68.9,44.6,46187.0,8.0,3.2,57287.1,34454.2,177.7
Оренбургская область,Оренбург,2017,1047886.9,69.5,43.6,59677.1,5.1,2.3,56826.0,36516.2,165.6
Оренбургская область,Оренбург,2018,1097329.4,68.3,43.1,74429.8,2.9,2.3,65953.3,41114.7,159.8
Оренбургская область,Оренбург,2019,1188085.4,68.0,43.1,82207.9,5.3,2.7,67664.3,43080.1,156.2
Оренбургская область,Новотроицк,2008,16400.965,29.1,7.0,,1.1,0.0,10967.6,14167.0,40.8
Оренбургская область,Новотроицк,2009,25215.722,21.2,4.2,,1.7,1.0,5752.5,13809.0,39.6
Оренбургская область,Орск,2008,26243.848,47.5,21.1,,16.0,1.3,3849.1,12428.0,64.6
Оренбургская область,Орск,2009,36722.41,45.0,19.2,,11.0,1.2,3722.9,13084.0,60.4
Оренбургская область,Орск,2010,37997.3,47.0,18.8,1698.2,4.5,0.5,5101.4,14246.7,57.8
Оренбургская область,Орск,2011,42486.2,45.5,18.4,4176.2,4.6,0.6,6116.7,15960.1,58.4
Оренбургская область,Орск,2012,45866.5,47.6,18.7,3179.6,7.1,0.5,6235.9,17939.0,57.6
Оренбургская область,Орск,2013,51893.8,45.6,19.4,6142.9,9.3,2.3,9052.4,20077.7,53.1
Оренбургская область,Орск,2014,62907.4,41.6,16.8,10658.5,3.4,1.8,9574.9,21928.0,50.3
Оренбургская область,Орск,2015,73724.3,42.0,16.8,14733.8,9.2,1.0,14425.7,22489.9,47.7
Оренбургская область,Орск,2016,83019.8,44.6,17.2,7382.1,3.4,0.3,13335.1,24620.6,46.1
Оренбургская область,Орск,2017,84696.3,45.6,14.0,4199.3,0.6,0.1,21605.2,26875.9,45.4
Оренбургская область,Орск,2018,109872.9,38.4,14.7,26459.3,4.0,0.6,12660.8,29763.0,45.4
Оренбургская область,Орск,2019,117911.8,36.5,13.1,17068.3,22.6,12.2,6165.9,32595.0,42.5
Орловская область,Орёл,2008,92219.016,44.6,10.9,,13.6,7.9,11718.3,14169.8,108.0
Орловская область,Орёл,2009,98325.498,46.1,13.4,,19.7,14.9,7259.5,14986.1,101.4
Орловская область,Орёл,2010,110758.3,47.2,13.6,8079.0,19.8,14.8,7902.3,16526.4,97.8
Орловская область,Орёл,2011,128480.4,50.2,15.1,9549.4,18.0,10.9,10920.3,18244.7,95.9
Орловская область,Орёл,2012,154881.8,50.4,15.4,13412.8,29.0,21.0,14095.1,21443.8,93.9
Орловская область,Орёл,2013,167398.1,52.6,16.7,11884.9,32.7,20.9,13986.3,24173.4,93.1
Орловская область,Орёл,2014,194810.8,51.0,16.5,13224.2,21.5,15.2,12013.6,25961.0,94.7
Орловская область,Орёл,2015,208912.4,50.8,17.2,18172.1,18.3,13.8,16019.5,26738.8,93.7
Орловская область,Орёл,2016,218545.5,53.9,19.0,10934.3,22.2,10.4,9708.4,28349.7,91.2
Орловская область,Орёл,2017,231345.0,53.6,18.7,9913.8,12.2,7.0,9622.3,29583.6,87.7
Орловская область,Орёл,2018,235993.1,55.1,22.0,9348.8,10.5,5.6,12311.2,32300.2,86.4
Орловская область,Орёл,2019,250209.9,55.6,25.9,14017.5,16.7,11.7,11861.1,35028.7,84.1
Пензенская область,Пенза,2008,171261.342,54.8,27.0,,29.7,10.0,11346.3,13955.0,222.8
Пензенская область,Пенза,2009,186331.659,55.8,22.7,,59.1,22.6,7804.5,15653.6,220.4
Пензенская область,Пенза,2010,196632.1,58.3,26.7,10602.1,41.1,21.0,8251.0,16704.5,152.6
Пензенская область,Пенза,2011,213838.5,58.9,26.7,12612.3,39.6,12.8,14060.8,18611.2,151.6
Пензенская область,Пенза,2012,143682.6,57.0,23.3,14371.6,41.9,25.0,18653.7,21698.4,148.8
Пензенская область,Пенза,2013,160419.0,57.1,24.4,20077.4,40.4,30.1,21553.6,24502.9,147.2
Пензенская область,Пенза,2014,317439.4,54.5,34.7,54677.3,36.0,18.9,19321.6,26600.0,145.8
Пензенская область,Пенза,2015,332416.3,56.5,24.5,26191.8,37.2,21.8,12471.5,27640.2,140.6
Пензенская область,Пенза,2016,352938.2,57.2,29.5,16908.5,29.4,17.7,14579.6,29347.1,136.4
Пензенская область,Пенза,2017,377728.4,57.1,28.9,26438.5,32.7,9.9,16392.6,31129.7,131.9
Пензенская область,Пенза,2018,415227.3,55.3,30.1,36984.2,22.0,13.3,16624.9,34353.2,129.8
Пензенская область,Пенза,2019,439195.4,56.4,29.5,25230.0,37.1,23.8,16625.6,36910.8,128.1
Пермский край,Пермь,2008,366586.627,39.4,12.5,,16.9,5.8,65340.2,19159.4,330.4
Пермский край,Пермь,2009,417103.474,44.0,14.2,,28.9,16.3,55783.4,19967.5,312.6
Пермский край,Пермь,2010,472475.3,44.4,13.8,47650.2,18.0,9.0,59736.1,22678.8,307.0
Пермский край,Пермь,2011,528760.2,44.2,15.7,76519.6,12.6,7.8,76859.3,25503.9,304.9
Пермский край,Пермь,2012,631860.7,44.2,15.6,90964.0,9.1,6.1,91833.6,29253.5,303.6
Пермский край,Пермь,2013,729973.9,45.2,15.8,85930.4,9.6,5.4,112205.6,33156.5,299.7
Пермский край,Пермь,2014,801967.8,41.7,15.8,90821.4,8.0,4.5,108421.6,36026.7,298.7
Пермский край,Пермь,2015,938139.1,43.0,14.7,127397.6,10.2,6.7,117093.3,36756.3,296.3
Пермский край,Пермь,2016,975451.0,48.0,16.2,71892.1,13.5,8.0,89328.8,38900.5,289.7
Пермский край,Пермь,2017,1050826.8,51.6,18.1,68689.0,11.6,6.0,93175.8,41325.9,276.9
Пермский край,Пермь,2018,1108774.3,53.1,19.0,82807.5,14.2,5.7,99260.7,44852.2,275.8
Пермский край,Пермь,2019,1243406.4,55.0,21.3,103161.9,10.8,2.7,115806.6,48211.9,275.7
Пермский край,Березники,2008,53141.564,39.9,11.3,,2.2,0.3,15545.8,16330.3,62.4
Пермский край,Березники,2009,69327.089,35.7,9.9,,0.6,0.1,22934.4,16725.1,59.8
Пермский край,Березники,2010,77329.9,33.6,8.8,12661.5,7.6,2.0,13283.6,19645.9,58.5
Пермский край,Березники,2011,123931.1,38.5,10.1,16270.5,0.4,0.1,14265.1,22454.2,57.3
Пермский край,Березники,2012,130847.6,41.8,8.7,16426.3,1.5,0.1,11215.6,25525.3,57.0
Пермский край,Березники,2013,151494.5,47.4,7.9,17539.1,1.5,0.1,15966.7,29027.9,54.5
Пермский край,Березники,2014,158036.0,49.3,12.9,16055.4,1.4,0.1,13921.7,31120.3,52.4
Пермский край,Березники,2015,180620.1,48.4,19.5,23743.5,1.3,0.1,16922.6,33913.9,51.2
Пермский край,Березники,2016,204477.8,48.9,19.6,24627.6,0.9,0.1,18737.1,37408.2,49.9
Пермский край,Березники,2017,214129.5,54.1,24.0,15351.9,2.8,0.2,13885.6,40351.0,47.2
Пермский край,Березники,2018,231843.5,56.3,25.8,18728.4,3.4,0.1,15429.6,45369.1,46.4
Пермский край,Березники,2019,377189.7,40.2,17.6,103383.5,1.4,0.1,43300.4,49476.4,52.0
Пермский край,Чайковский,2008,52468.668,48.5,24.2,,5.2,0.4,2812.8,14412.8,29.9
Пермский край,Чайковский,2009,52994.866,52.2,27.0,,23.0,19.6,2909.4,15982.6,28.2
Псковская область,Псков,2008,77834.339,37.9,12.0,,26.4,16.7,6907.9,14616.6,69.0
Псковская область,Псков,2009,86814.557,40.4,5.9,,44.3,34.5,4727.4,15965.1,63.5
Псковская область,Псков,2010,98358.8,42.9,6.5,6785.6,23.5,11.1,5074.4,18012.6,60.9
Псковская область,Псков,2011,105346.6,40.3,6.7,12976.4,26.9,10.8,8193.6,20070.2,61.5
Псковская область,Псков,2012,109750.3,42.2,9.2,7670.1,31.1,16.6,8178.5,23402.0,61.9
Псковская область,Псков,2013,115705.0,44.3,9.4,6839.6,37.2,15.0,6742.4,25516.6,61.8
Псковская область,Псков,2014,124940.3,48.2,14.2,6505.5,45.0,38.8,6817.3,27260.4,60.3
Псковская область,Псков,2015,131249.9,50.4,16.4,5758.5,45.4,34.0,6971.2,27405.4,59.6
Псковская область,Псков,2016,138276.7,53.3,17.5,7142.9,60.5,50.9,8614.3,28835.6,58.0
Псковская область,Псков,2017,145737.3,56.0,18.1,8320.3,60.8,35.9,8791.8,30539.1,56.1
Псковская область,Псков,2018,159625.0,56.5,25.2,11992.1,55.9,32.4,10127.5,33984.0,54.1
Псковская область,Псков,2019,167138.2,58.5,23.8,9296.2,38.0,31.1,8522.1,36398.4,53.6
Ростовская область,Ростов-на-Дону,2008,410223.97,39.9,12.5,,30.4,20.4,51935.1,17384.0,310.0
Ростовская область,Ростов-на-Дону,2009,473602.376,42.3,12.6,,44.4,28.2,40352.7,19172.7,304.6
Ростовская область,Ростов-на-Дону,2010,513158.2,45.0,14.0,32298.0,44.5,26.4,42819.7,21053.8,300.9
Ростовская область,Ростов-на-Дону,2011,677595.5,46.7,15.5,51256.5,33.0,22.9,40776.0,23935.7,299.9
Ростовская область,Ростов-на-Дону,2012,834136.0,45.2,14.8,69548.8,,,,27689.8,299.5
Ростовская область,Ростов-на-Дону,2013,877500.4,46.2,17.9,88149.4,26.1,20.7,94709.4,31609.0,297.2
Ростовская область,Ростов-на-Дону,2014,985551.5,45.9,20.3,104144.9,13.3,6.9,89222.3,33974.9,294.1
Ростовская область,Ростов-на-Дону,2015,1095005.5,45.2,18.5,121497.8,17.5,10.4,106443.6,35394.7,290.2
Ростовская область,Ростов-на-Дону,2016,1162670.0,47.4,18.9,74887.0,42.2,34.9,118483.4,38053.8,280.1
Ростовская область,Ростов-на-Дону,2017,1273682.6,47.9,19.3,115667.7,51.3,43.8,147306.6,40607.3,281.0
Ростовская область,Ростов-на-Дону,2018,1334957.8,46.9,18.8,121278.9,35.6,22.8,95463.8,44320.4,281.1
Ростовская область,Ростов-на-Дону,2019,1453554.7,48.8,20.5,91607.1,33.5,24.2,95134.1,47431.4,278.5
Ростовская область,Батайск,2008,16383.039,26.1,3.9,,18.0,6.5,1287.2,14402.3,22.6
Ростовская область,Батайск,2009,16747.578,31.8,6.7,,23.7,0.8,535.4,15668.3,22.1
Ростовская область,Батайск,2010,19001.0,37.1,7.9,852.5,25.9,2.4,684.1,17389.4,21.8
Ростовская область,Батайск,2011,16377.0,33.7,7.0,1170.6,16.3,0.8,1149.4,19783.2,21.5
Ростовская область,Батайск,2012,6591.7,41.0,5.6,1580.0,,,,22182.4,22.0
Ростовская область,Батайск,2013,5736.3,33.7,6.5,301.7,44.5,15.4,881.8,24519.0,22.9
