region,settlement,year,assets,assets_depreciation,assets_exhausted,assets_new,invest_budg,invest_fed,investment,wage,workers
Алтайский край,Барнаул,2008,183875.433,27.9,3.8,,27.1,10.7,17832.3,13917.0,181.4
Алтайский край,Барнаул,2009,204705.321,30.4,4.4,,30.2,15.4,13789.1,15117.0,174.2
Алтайский край,Барнаул,2010,213598.2,33.4,5.7,15405.9,26.0,14.1,16176.5,16564.0,171.9
Алтайский край,Барнаул,2011,244844.8,35.6,9.9,20858.6,27.4,14.4,22526.9,18574.6,169.8
Алтайский край,Барнаул,2012,278479.5,36.9,9.5,28649.5,32.9,17.5,19033.8,21753.0,170.7
Алтайский край,Барнаул,2013,307051.5,40.0,9.9,27012.4,26.8,10.5,18552.1,24449.4,171.4
Алтайский край,Барнаул,2014,282392.5,41.4,10.7,23352.9,20.2,8.4,24678.4,26523.4,169.8
Алтайский край,Барнаул,2015,298187.6,46.1,12.5,16755.6,32.2,9.7,18521.0,27433.4,167.2
Алтайский край,Барнаул,2016,325985.8,48.0,14.4,18623.1,33.2,9.6,19215.7,28937.3,163.5
Алтайский край,Барнаул,2017,352592.7,52.1,16.2,21368.4,27.3,8.4,19929.0,31013.5,158.3
Алтайский край,Барнаул,2018,372610.1,50.9,19.7,31695.0,19.2,4.2,30257.9,34651.1,157.8
Алтайский край,Барнаул,2019,430407.3,52.4,24.0,29633.6,24.3,5.6,31269.6,37855.1,157.2
Алтайский край,Бийск,2008,14432.256,51.6,14.2,,33.1,11.4,1822.9,10771.0,49.3
Алтайский край,Бийск,2009,18807.779,40.3,11.1,,25.9,17.0,2791.7,11845.0,48.3
Алтайский край,Бийск,2010,19967.1,42.5,11.9,1817.9,34.3,22.3,1702.6,13306.5,48.3
Алтайский край,Бийск,2011,23096.9,39.0,13.9,2399.8,27.4,15.8,2425.6,15008.6,49.1
Алтайский край,Бийск,2012,26111.1,39.3,11.1,2941.4,28.9,14.8,3988.7,17335.0,49.0
Алтайский край,Бийск,2013,30169.9,42.3,11.2,2509.3,26.3,11.8,3420.5,19558.2,48.7
Алтайский край,Бийск,2014,33344.5,46.1,11.2,1939.8,22.9,11.8,3109.5,20888.2,47.9
Алтайский край,Бийск,2015,34436.0,49.0,18.0,1970.9,29.0,26.1,3352.5,21802.4,45.3
Алтайский край,Бийск,2016,36673.2,52.8,21.8,1709.3,15.9,12.6,3466.0,22849.8,43.6
Алтайский край,Бийск,2017,38775.0,53.8,22.9,2580.4,16.1,14.2,3890.5,24558.8,42.7
Алтайский край,Бийск,2018,41924.0,53.2,21.2,3824.2,15.9,9.5,3645.7,27516.0,42.0
Алтайский край,Бийск,2019,42882.7,53.1,24.4,2593.7,25.9,12.8,4036.8,30203.9,41.0
Алтайский край,Рубцовск,2008,7615.911,47.2,7.3,,8.5,3.6,1660.8,10089.0,36.1
Алтайский край,Рубцовск,2009,7009.476,49.7,11.6,,34.0,12.5,638.1,11240.0,33.9
Алтайский край,Рубцовск,2010,6363.7,60.1,14.7,216.4,28.4,12.4,540.8,12574.5,32.4
Алтайский край,Рубцовск,2011,6688.9,59.5,29.5,448.3,28.4,7.1,1383.0,14136.5,31.1
Алтайский край,Рубцовск,2012,9405.2,47.7,22.4,1491.1,14.7,4.6,1614.4,16281.9,30.8
Алтайский край,Рубцовск,2013,10152.3,49.8,23.3,475.5,20.6,3.2,985.9,18918.9,30.4
Алтайский край,Рубцовск,2014,13335.9,52.0,25.6,697.2,32.3,21.2,1093.3,20203.8,29.7
Алтайский край,Рубцовск,2015,13768.5,55.6,24.5,476.1,6.8,4.1,728.0,20002.4,28.6
Алтайский край,Рубцовск,2016,14455.3,58.1,21.8,615.8,10.4,2.3,495.9,21385.4,27.7
Алтайский край,Рубцовск,2017,18034.8,59.1,21.2,2001.7,3.3,1.1,2379.6,23656.8,26.9
Алтайский край,Рубцовск,2018,19444.5,58.5,14.6,2034.7,4.4,1.4,2096.1,27176.9,26.1
Алтайский край,Рубцовск,2019,20347.9,58.6,32.0,2288.7,15.2,2.4,1552.7,29941.9,25.6
Краснодарский край,Краснодар,2008,606522.884,38.7,14.3,,16.8,8.5,75502.2,19137.7,272.2
Краснодарский край,Краснодар,2009,675303.048,39.6,13.9,,23.8,15.1,59129.3,20545.8,263.1
Краснодарский край,Краснодар,2010,775887.2,41.5,14.3,58448.9,17.8,9.1,191072.3,22587.8,263.3
Краснодарский край,Краснодар,2011,934208.1,41.1,13.5,178880.5,21.3,10.7,162528.3,25299.7,265.9
Краснодарский край,Краснодар,2012,1095819.3,38.3,13.9,176104.2,29.1,24.4,209786.0,30202.5,269.9
Краснодарский край,Краснодар,2013,1598869.9,28.6,9.5,513893.9,41.2,34.9,207739.6,34400.8,277.9
Краснодарский край,Краснодар,2014,1742064.5,31.7,9.8,247709.2,21.1,15.6,107600.5,37215.1,284.8
Краснодарский край,Краснодар,2015,1883146.2,33.3,11.0,298964.0,35.9,32.6,96127.1,38459.2,287.0
Краснодарский край,Краснодар,2016,2208424.8,35.6,11.3,136307.1,28.7,24.8,88435.8,40230.5,290.1
Краснодарский край,Краснодар,2017,2380623.9,38.3,12.4,109382.1,38.6,34.3,121094.1,42028.7,291.2
Краснодарский край,Краснодар,2018,2386589.2,42.9,14.1,89174.9,37.5,33.4,128900.1,45998.0,296.8
Краснодарский край,Краснодар,2019,2577374.9,45.2,14.1,165367.3,29.5,20.5,110343.5,49353.6,292.3
Краснодарский край,Армавир,2008,12665.639,38.6,15.9,,36.0,20.9,2772.3,11420.9,37.7
Краснодарский край,Армавир,2009,15841.249,36.7,11.5,,48.8,30.0,2745.0,12357.9,37.1
Краснодарский край,Армавир,2010,18478.2,37.3,7.9,1087.2,89.7,79.0,2686.6,13867.1,36.3
Краснодарский край,Армавир,2011,15210.9,44.1,10.0,1807.1,16.2,1.5,2323.9,15681.0,35.4
Краснодарский край,Армавир,2012,15889.7,45.0,11.1,1912.4,27.3,7.7,3129.2,18575.0,36.6
Краснодарский край,Армавир,2013,22315.9,41.0,10.1,2480.6,19.2,3.0,2880.5,20713.7,37.0
Краснодарский край,Армавир,2014,23073.7,46.3,10.9,1489.0,16.6,0.9,2413.7,21722.6,36.9
Краснодарский край,Армавир,2015,24127.6,47.0,12.6,1225.7,33.2,21.3,2665.3,22970.2,35.9
Краснодарский край,Армавир,2016,22313.8,50.7,13.3,1454.3,9.2,4.2,1746.5,24574.0,34.7
Краснодарский край,Армавир,2017,24848.8,51.8,13.0,1158.2,55.3,39.3,2165.2,26387.1,33.1
Краснодарский край,Армавир,2018,25062.6,54.3,14.9,691.4,54.3,21.9,1592.4,28394.2,32.6
Краснодарский край,Армавир,2019,27989.3,54.8,12.3,1619.8,45.6,11.6,2344.1,30857.3,32.2
Краснодарский край,Новороссийск,2008,164067.442,34.6,4.0,,16.4,12.9,12401.1,17836.6,69.3
Краснодарский край,Новороссийск,2009,200069.551,39.9,7.5,,16.8,15.9,11727.1,19610.3,66.7
Краснодарский край,Новороссийск,2010,203701.7,42.7,9.8,7966.6,7.6,1.4,17298.5,21674.2,66.4
Краснодарский край,Новороссийск,2011,237777.4,45.4,7.0,12091.4,5.6,2.3,29975.2,24293.7,65.8
Краснодарский край,Новороссийск,2012,270476.8,43.4,7.0,30327.0,12.4,9.7,38357.9,28899.2,67.7
Краснодарский край,Новороссийск,2013,307801.6,43.2,6.0,20929.5,34.5,32.8,40552.6,32695.0,69.4
Краснодарский край,Новороссийск,2014,358728.2,41.9,5.7,39988.0,9.8,7.8,42153.4,35208.9,70.4
Краснодарский край,Новороссийск,2015,407724.2,42.6,5.4,31651.2,4.3,2.8,39953.4,36659.1,70.1
Краснодарский край,Новороссийск,2016,469035.8,42.3,4.9,54945.8,4.0,2.2,31939.4,39466.3,71.5
Краснодарский край,Новороссийск,2017,546111.4,41.3,4.6,73632.1,5.2,3.3,35927.8,41613.1,71.3
Краснодарский край,Новороссийск,2018,619808.5,42.8,4.9,41538.2,3.8,1.0,30744.7,46055.6,71.4
Краснодарский край,Новороссийск,2019,668707.8,45.5,7.7,39701.5,6.8,4.1,44776.1,48229.9,74.6
Краснодарский край,Сочи,2008,62116.18,33.2,6.2,,42.4,37.6,31970.7,16777.1,98.3
Краснодарский край,Сочи,2009,68966.354,32.7,6.3,,16.9,14.4,112107.5,19678.2,98.0
Краснодарский край,Сочи,2010,90437.2,27.9,5.4,16724.6,22.4,21.2,117045.3,23163.5,100.8
Краснодарский край,Сочи,2011,112534.9,26.5,5.7,18517.7,32.7,29.9,177192.5,26612.0,107.6
Краснодарский край,Сочи,2012,143978.6,27.1,4.9,27218.7,30.0,28.5,199964.0,30861.2,110.9
Краснодарский край,Сочи,2013,284156.1,18.4,2.7,113904.5,17.8,16.5,296737.0,36311.5,112.4
Краснодарский край,Сочи,2014,575308.5,14.5,1.9,187702.5,8.4,7.4,256632.7,38492.2,99.0
Краснодарский край,Сочи,2015,787412.0,17.5,2.1,17306.1,4.3,2.5,137271.5,34622.0,95.7
Краснодарский край,Сочи,2016,934146.9,21.1,2.9,103642.6,26.6,20.5,40773.6,36732.2,95.7
Краснодарский край,Сочи,2017,1008805.5,24.5,3.8,22190.0,26.9,24.4,43167.5,39003.6,94.9
Краснодарский край,Сочи,2018,967670.0,31.5,6.0,12797.6,24.1,21.1,37339.8,42225.8,96.4
Краснодарский край,Сочи,2019,955898.9,34.9,7.7,37078.3,36.7,28.0,23512.0,44494.2,100.9
Красноярский край,Красноярск,2008,361162.824,32.3,6.7,,21.1,10.5,45606.5,21270.0,293.8
Красноярский край,Красноярск,2009,413907.252,36.5,8.0,,22.7,11.3,35175.9,23025.0,287.0
Красноярский край,Красноярск,2010,453386.0,40.2,8.7,39188.0,18.1,9.0,49253.9,25159.0,283.3
Красноярский край,Красноярск,2011,547336.3,42.3,9.7,63929.2,26.7,12.4,62401.5,28768.5,284.4
Красноярский край,Красноярск,2012,647463.4,41.7,11.2,80637.7,29.0,13.6,68911.0,32503.1,295.4
Красноярский край,Красноярск,2013,704153.9,42.4,12.4,65290.3,28.3,12.0,69322.1,35874.5,303.7
Красноярский край,Красноярск,2014,753636.4,41.1,13.8,83740.3,22.5,11.1,72174.1,38367.7,301.7
Красноярский край,Красноярск,2015,830925.7,42.0,14.8,90404.3,27.6,14.0,66115.0,39671.9,293.1
Красноярский край,Красноярск,2016,1043822.3,41.2,13.8,88003.9,20.7,13.1,64435.7,41715.3,284.9
Красноярский край,Красноярск,2017,1172034.1,41.8,14.0,132156.7,32.4,23.9,83217.7,44384.3,276.3
Красноярский край,Красноярск,2018,1305489.3,42.3,14.1,171920.9,37.6,22.0,84728.7,50562.0,278.3
Красноярский край,Красноярск,2019,1544687.7,43.2,14.0,192395.1,20.7,14.1,100502.5,54634.5,278.5
Красноярский край,Ачинск,2008,22914.048,52.9,21.2,,21.6,3.2,1620.8,15832.0,36.2
Красноярский край,Ачинск,2009,18859.308,56.0,24.3,,20.7,2.4,755.1,16451.0,34.0
Красноярский край,Ачинск,2010,19596.5,58.7,24.6,769.9,5.4,0.5,1284.3,18189.0,32.8
Красноярский край,Ачинск,2011,21221.9,59.3,23.9,1581.1,13.1,2.8,1598.6,20116.7,31.9
Красноярский край,Ачинск,2012,22455.4,60.3,23.9,1585.3,12.4,3.7,2013.9,22814.1,31.5
Красноярский край,Ачинск,2013,23585.9,64.0,25.5,1196.0,10.3,2.4,1937.3,25847.8,30.2
Красноярский край,Ачинск,2014,24069.6,66.8,29.8,1456.9,5.9,0.8,3053.2,28821.9,30.5
Красноярский край,Ачинск,2015,25058.0,65.4,37.8,1824.2,12.2,8.2,4898.0,30391.1,29.6
Красноярский край,Ачинск,2016,29735.1,57.3,32.9,5138.4,33.1,18.1,5722.9,32718.6,28.1
Красноярский край,Ачинск,2017,34158.3,56.7,31.4,2982.5,7.0,2.2,3835.2,34678.7,28.0
Красноярский край,Ачинск,2018,37396.4,55.9,31.6,2845.9,10.6,3.4,2272.2,38184.1,27.9
Красноярский край,Ачинск,2019,38722.0,57.4,34.1,2789.6,7.6,1.1,4231.3,42295.4,27.4
Красноярский край,Норильск,2008,190652.393,38.7,11.2,,0.0,0.0,18087.4,41345.0,81.9
Красноярский край,Норильск,2009,187577.065,41.5,12.2,,1.5,0.0,16911.5,42959.0,81.7
Красноярский край,Норильск,2010,199949.9,44.0,13.0,14429.7,3.0,0.0,19537.6,47422.0,83.5
Красноярский край,Норильск,2011,221190.9,42.9,13.1,23162.7,0.6,0.0,33102.9,53416.3,84.3
Красноярский край,Норильск,2012,256885.2,42.8,14.0,32999.3,1.3,0.4,49022.5,59047.8,86.3
Красноярский край,Норильск,2013,283521.4,43.9,14.6,33764.9,0.9,0.1,43053.9,66584.1,85.8
Красноярский край,Норильск,2014,103964.1,53.1,16.3,5022.5,0.7,0.1,44757.5,70798.1,84.4
Красноярский край,Норильск,2015,121440.4,52.5,16.4,17817.9,1.6,0.2,74394.4,76465.7,85.6
Красноярский край,Норильск,2016,149172.9,45.8,17.7,29330.5,2.1,1.2,93602.5,82991.9,85.1
Красноярский край,Норильск,2017,158408.6,41.4,18.6,13081.3,4.0,2.8,65579.5,88319.5,82.3
Красноярский край,Норильск,2018,198770.5,41.7,16.3,16646.5,8.3,3.4,68413.4,93129.0,79.4
Красноярский край,Норильск,2019,227395.2,40.4,16.3,13038.9,5.6,2.7,57877.4,99632.9,77.9
Приморский край,Владивосток,2008,263307.137,29.3,4.8,,40.9,30.5,25212.2,21571.8,205.5
Приморский край,Владивосток,2009,306607.349,31.1,4.8,,75.6,69.7,42506.4,24391.1,210.8
Приморский край,Владивосток,2010,337411.0,41.5,5.0,26672.8,77.0,70.0,90874.4,28226.3,205.5
Приморский край,Владивосток,2011,525459.2,25.9,5.1,138117.1,73.4,59.8,114277.7,31132.4,200.8
Приморский край,Владивосток,2012,719974.8,22.5,4.3,172751.9,47.6,28.3,83978.9,35842.5,188.9
Приморский край,Владивосток,2013,867349.1,25.0,5.4,166383.2,44.3,32.9,60672.3,39348.9,187.8
Приморский край,Владивосток,2014,1090243.5,28.6,5.7,109662.3,36.4,28.2,54532.4,42876.2,186.5
Приморский край,Владивосток,2015,1077305.1,33.6,7.7,63144.1,32.2,23.0,44859.7,45138.7,181.7
Приморский край,Владивосток,2016,1165688.8,37.3,8.3,43125.0,32.2,28.1,45399.3,48375.6,173.3
Приморский край,Владивосток,2017,1222087.4,39.5,10.3,42049.8,38.2,26.2,42629.3,51842.6,170.8
Приморский край,Владивосток,2018,1274768.7,44.4,11.9,60598.7,30.1,24.0,51205.8,57724.8,169.7
Приморский край,Владивосток,2019,1296718.7,45.3,12.4,53728.2,27.7,17.5,61311.7,63168.5,171.4
Приморский край,Артем,2008,7580.764,38.4,13.0,,10.6,3.5,1414.8,17814.6,18.4
Приморский край,Артем,2009,8187.182,41.0,11.2,,80.1,76.5,4153.7,19740.0,18.5
Приморский край,Артем,2010,8966.6,45.3,12.0,943.2,53.2,50.7,7882.1,22214.5,18.5
Приморский край,Артем,2011,14468.4,40.6,5.4,1091.3,55.3,52.3,6952.6,25445.3,18.9
Приморский край,Артем,2012,20620.8,27.9,9.1,7003.3,10.1,2.1,7583.5,28025.0,19.6
Приморский край,Артем,2013,33676.5,21.6,5.6,3701.1,39.5,15.7,1884.3,33264.1,20.5
Приморский край,Артем,2014,32435.3,25.4,5.4,816.6,14.1,4.6,1633.6,33702.3,21.0
Приморский край,Артем,2015,41168.0,25.4,2.9,5828.5,5.5,0.2,6006.1,35127.8,21.0
Приморский край,Артем,2016,41565.2,25.1,3.9,3387.2,5.5,0.3,3768.6,39175.9,20.5
Приморский край,Артем,2017,44734.4,31.0,6.8,1527.9,45.2,0.3,2388.1,41299.6,19.3
Приморский край,Артем,2018,39998.6,33.4,7.3,1182.2,17.3,0.3,1248.7,45617.4,18.9
Приморский край,Артем,2019,43210.7,36.2,7.8,1565.8,21.3,1.6,2024.5,50487.0,19.0
Приморский край,Находка,2008,18268.241,42.4,10.8,,2.6,1.4,13898.6,18828.3,37.0
Приморский край,Находка,2009,66000.663,10.2,2.8,,1.2,1.1,46437.6,21394.8,38.4
Приморский край,Находка,2010,74582.0,19.6,3.0,9429.6,2.2,1.2,23366.7,25728.5,36.5
Приморский край,Находка,2011,91644.6,23.4,2.5,7786.6,7.7,1.2,5175.9,29623.1,35.1
Приморский край,Находка,2012,94590.2,26.4,3.2,11744.8,3.4,1.4,8278.1,32874.0,34.6
Приморский край,Находка,2013,99610.6,32.8,3.9,4990.6,4.6,2.5,11703.8,35907.9,33.8
Приморский край,Находка,2014,104503.3,32.7,4.3,5295.3,5.2,2.7,12586.4,38217.2,35.1
Приморский край,Находка,2015,116747.0,44.3,8.9,3478.5,14.6,13.5,26143.6,41326.5,35.5
Приморский край,Находка,2016,130243.2,47.7,12.3,8383.2,3.9,3.2,16913.4,44293.6,34.0
Приморский край,Находка,2017,167898.2,55.6,8.5,8030.7,3.8,3.1,11955.6,46605.8,32.1
Приморский край,Находка,2018,179419.0,57.5,11.7,10433.6,4.1,2.9,17817.5,50820.0,33.7
Приморский край,Находка,2019,196251.6,53.4,14.6,32662.4,4.6,2.9,20510.8,55629.7,33.9
Приморский край,Уссурийск,2008,25206.081,42.7,10.2,,38.6,21.1,1485.5,16842.2,47.1
Приморский край,Уссурийск,2009,24440.451,36.6,5.4,,50.2,26.8,1508.5,18883.0,46.3
Приморский край,Уссурийск,2010,27055.0,52.0,7.0,2340.0,30.8,12.4,2123.4,21806.1,46.2
Приморский край,Уссурийск,2011,57980.0,49.6,7.2,3564.8,27.1,6.8,3449.8,23860.1,46.7
Приморский край,Уссурийск,2012,59012.7,41.1,11.3,3062.3,31.1,25.5,2869.5,27844.4,46.4
Приморский край,Уссурийск,2013,65594.9,37.3,10.2,4404.4,33.2,27.4,4409.9,30581.8,44.8
Приморский край,Уссурийск,2014,34195.3,38.1,9.0,2780.2,80.7,78.5,9838.7,32632.5,45.0
Приморский край,Уссурийск,2015,36037.9,41.5,12.7,1686.8,40.4,29.8,3434.5,33364.2,44.4
Приморский край,Уссурийск,2016,39014.8,43.4,14.7,2248.3,50.0,37.5,3610.2,35668.4,40.3
Приморский край,Уссурийск,2017,35701.3,45.0,15.0,1473.6,13.2,6.8,3950.1,38057.1,39.3
Приморский край,Уссурийск,2018,40485.2,53.4,14.8,1940.5,28.9,15.6,3415.1,41819.1,38.5
Приморский край,Уссурийск,2019,43964.1,43.7,14.2,2938.0,47.2,22.1,3106.6,45671.0,37.6
Ставропольский край,Ставрополь,2008,246685.451,53.8,22.4,,22.9,7.1,9575.2,15876.6,128.2
Ставропольский край,Ставрополь,2009,266034.342,54.2,22.0,,23.1,11.5,7488.7,17453.1,130.6
Ставропольский край,Ставрополь,2010,306141.0,56.5,22.1,11397.4,24.1,10.8,5887.8,18362.0,125.1
Ставропольский край,Ставрополь,2011,319170.8,61.0,27.1,17477.7,38.0,25.6,16817.9,19799.0,127.9
Ставропольский край,Ставрополь,2012,400788.2,62.9,28.6,22397.2,27.1,15.6,15770.1,23482.0,126.6
Ставропольский край,Ставрополь,2013,428607.8,58.4,28.8,21641.6,25.9,11.9,14472.8,26835.3,126.0
Ставропольский край,Ставрополь,2014,527847.5,56.3,26.5,42180.1,28.6,21.0,17285.8,29152.3,125.3
Ставропольский край,Ставрополь,2015,549432.8,57.0,26.3,31068.6,34.4,27.7,21022.8,30145.1,125.4
Ставропольский край,Ставрополь,2016,594999.8,58.2,27.3,22478.8,25.1,19.4,15563.6,31479.9,120.8
Ставропольский край,Ставрополь,2017,614413.2,61.6,27.3,23498.9,34.0,21.6,16222.1,33290.1,115.9
Ставропольский край,Ставрополь,2018,633464.8,63.4,29.4,23739.3,25.2,14.6,21428.0,36479.7,115.1
Ставропольский край,Ставрополь,2019,683443.7,63.9,28.5,27713.3,36.6,18.2,18571.3,39344.4,117.9
Ставропольский край,Ессентуки,2010,4914.9,41.5,14.3,388.9,10.4,5.9,1802.6,13940.0,15.7
Ставропольский край,Ессентуки,2011,6763.5,34.7,9.3,922.4,50.4,38.5,3362.5,16125.0,15.3
Ставропольский край,Ессентуки,2012,7810.6,46.3,9.6,1083.7,27.0,22.9,3147.7,19401.0,15.0
Ставропольский край,Ессентуки,2013,8581.9,47.8,9.5,569.8,64.9,48.1,1091.6,22947.8,15.4
Ставропольский край,Ессентуки,2014,9515.3,45.5,8.2,787.5,51.5,42.4,897.0,25348.4,15.5
Ставропольский край,Ессентуки,2015,9565.6,46.3,10.3,888.3,41.5,35.3,928.8,26079.8,15.9
Ставропольский край,Ессентуки,2016,14087.7,41.4,6.8,2192.5,9.8,7.8,2334.2,27269.4,16.5
Ставропольский край,Ессентуки,2017,16225.3,33.3,8.1,953.2,57.8,51.5,996.9,28597.3,16.6
Ставропольский край,Ессентуки,2018,18188.3,37.0,9.5,1131.8,40.5,5.7,1596.6,31054.1,17.2
Ставропольский край,Ессентуки,2019,23349.6,23.8,6.6,5274.3,35.9,26.3,1458.0,33128.2,16.6
Ставропольский край,Кисловодск,2008,14726.857,39.6,11.0,,57.8,33.9,2010.7,12026.4,21.6
Ставропольский край,Кисловодск,2009,17350.949,41.8,9.0,,31.9,23.1,1535.1,14309.8,21.0
Ставропольский край,Кисловодск,2010,18494.9,39.1,9.0,1725.4,18.9,10.8,2550.5,15847.0,20.9
Ставропольский край,Кисловодск,2011,21914.5,42.1,14.7,3187.3,30.4,18.0,2009.7,17316.0,20.2
Ставропольский край,Кисловодск,2012,24147.8,46.6,15.2,1839.5,50.8,36.2,3505.8,20066.0,19.8
Ставропольский край,Кисловодск,2013,19717.3,41.5,9.3,1807.5,61.9,47.9,3082.4,22546.4,18.6
Ставропольский край,Кисловодск,2014,22322.4,41.4,10.5,2867.2,52.7,48.1,4725.3,24794.7,18.3
Ставропольский край,Кисловодск,2015,23968.6,42.5,12.1,1625.8,43.0,36.3,3523.0,26350.5,17.9
Ставропольский край,Кисловодск,2016,29178.9,41.3,20.1,643.3,85.9,73.4,3104.5,27815.0,17.1
Ставропольский край,Кисловодск,2017,32037.5,53.1,21.3,1153.7,76.8,68.1,3651.3,28937.8,16.3
Ставропольский край,Кисловодск,2018,39858.8,60.8,12.3,1572.4,49.1,42.9,3107.5,31620.5,17.0
Ставропольский край,Кисловодск,2019,34195.8,55.0,19.7,1104.5,52.8,49.0,4191.5,33123.7,16.8
Ставропольский край,Невинномысск,2008,26282.625,37.5,16.3,,5.5,0.3,5799.9,13226.6,28.6
Ставропольский край,Невинномысск,2009,28804.658,38.9,15.1,,1.9,0.4,16029.8,15996.9,27.3
Ставропольский край,Невинномысск,2010,30246.1,37.6,12.4,4248.8,1.3,0.1,18854.0,17734.0,26.8
Ставропольский край,Невинномысск,2011,45594.5,28.3,8.5,15775.2,5.2,0.7,12742.6,19646.0,27.2
Ставропольский край,Невинномысск,2012,56996.5,27.4,7.2,11488.7,7.5,4.8,8929.0,21988.0,27.1
Ставропольский край,Невинномысск,2013,67814.4,31.1,6.8,12213.6,10.2,6.7,11629.5,24642.7,26.7
Ставропольский край,Невинномысск,2014,74238.0,34.0,7.0,7956.0,3.1,2.1,10909.2,27740.4,26.5
Ставропольский край,Невинномысск,2015,78297.7,39.2,7.6,5060.1,1.2,0.8,6379.7,28956.4,25.6
Ставропольский край,Невинномысск,2016,83696.7,43.0,8.1,6023.8,1.3,1.0,9823.0,32036.8,25.0
Ставропольский край,Невинномысск,2017,90849.1,45.2,9.5,7294.0,0.7,0.5,10219.2,34797.4,24.0
Ставропольский край,Невинномысск,2018,97200.7,47.8,10.7,6703.0,2.4,0.7,11261.3,36905.1,23.8
Ставропольский край,Невинномысск,2019,101046.6,51.5,13.7,4079.6,9.9,0.02,15834.3,39142.3,23.3
Ставропольский край,Пятигорск,2008,32972.869,29.6,8.2,,33.4,4.6,2230.5,13427.3,43.5
Ставропольский край,Пятигорск,2009,36574.402,30.6,7.7,,22.2,12.3,1969.7,16027.1,43.9
Ставропольский край,Пятигорск,2010,43107.1,33.4,8.3,5641.9,27.1,12.0,1988.4,17524.0,45.6
Ставропольский край,Пятигорск,2011,47983.7,32.7,8.4,5188.8,49.4,19.9,3299.2,19833.0,45.9
Ставропольский край,Пятигорск,2012,51292.4,33.6,8.6,3519.7,41.3,36.7,4644.2,23809.0,45.6
Ставропольский край,Пятигорск,2013,55281.8,40.4,8.6,4538.5,35.7,15.4,3928.8,26280.6,44.5
Ставропольский край,Пятигорск,2014,64162.3,41.0,8.4,5984.9,21.5,11.6,4608.8,27393.0,44.2
Ставропольский край,Пятигорск,2015,69661.9,42.6,9.5,3856.3,21.2,14.0,2800.8,28721.9,43.0
Ставропольский край,Пятигорск,2016,72943.6,47.5,9.5,3510.2,33.7,21.2,2514.0,30378.5,41.2
Ставропольский край,Пятигорск,2017,72204.7,44.1,13.0,1381.2,28.8,17.2,1920.7,31845.6,38.8
Ставропольский край,Пятигорск,2018,71122.1,48.5,14.0,2445.1,5.1,2.0,3799.8,34346.1,37.8
Ставропольский край,Пятигорск,2019,69561.6,51.0,14.8,3061.9,51.8,10.7,4717.8,36029.5,37.1
Хабаровский край,Хабаровск,2008,311090.536,32.0,4.9,,30.9,14.8,41737.4,24041.7,188.6
Хабаровский край,Хабаровск,2009,361873.642,34.4,5.9,,23.5,15.3,31356.6,26279.7,184.4
Хабаровский край,Хабаровск,2010,390992.8,32.4,5.2,37955.3,13.1,7.8,40895.5,30177.1,183.7
Хабаровский край,Хабаровск,2011,584048.7,25.9,4.5,144741.8,17.9,12.6,51310.7,33772.4,193.6
Хабаровский край,Хабаровск,2012,744480.7,26.8,3.9,168655.4,12.9,7.1,65035.1,39593.4,197.7
Хабаровский край,Хабаровск,2013,827778.2,26.2,5.9,112394.6,23.1,16.8,65473.7,43050.4,226.1
Хабаровский край,Хабаровск,2014,927263.1,28.7,5.8,83767.0,22.4,13.9,55672.2,44835.4,223.6
Хабаровский край,Хабаровск,2015,993183.4,32.6,7.1,58434.7,17.4,12.3,54772.5,46511.9,217.2
Хабаровский край,Хабаровск,2016,1073178.8,35.2,8.7,66796.1,25.2,19.1,47532.2,48972.3,205.2
Хабаровский край,Хабаровск,2017,1099931.3,37.1,9.0,64419.6,21.6,15.9,73325.2,52986.0,194.3
Хабаровский край,Хабаровск,2018,1173334.4,38.6,9.1,71007.5,23.8,18.9,75600.6,59013.0,191.3
Хабаровский край,Хабаровск,2019,1292436.3,40.0,10.5,110638.0,26.7,20.9,85376.2,62725.0,187.0
Хабаровский край,Комсомольск-на-Амуре,2008,64121.169,36.2,6.6,,6.9,3.7,11303.6,18833.9,89.4
Хабаровский край,Комсомольск-на-Амуре,2009,79546.099,36.3,6.1,,7.9,4.2,7721.5,20044.1,75.7
Хабаровский край,Комсомольск-на-Амуре,2010,79249.7,36.6,7.0,4488.1,6.7,4.0,7632.1,22364.6,69.0
Хабаровский край,Комсомольск-на-Амуре,2011,107282.2,37.2,5.0,9931.8,11.9,6.1,8621.2,24046.1,63.5
Хабаровский край,Комсомольск-на-Амуре,2012,94342.8,41.1,6.2,7351.8,20.3,10.2,11559.2,29413.6,65.8
Хабаровский край,Комсомольск-на-Амуре,2013,94538.8,39.7,4.7,4550.4,11.4,6.6,14775.7,34080.4,66.6
Хабаровский край,Комсомольск-на-Амуре,2014,101831.9,43.1,9.3,5599.0,10.5,5.8,18607.9,38136.3,65.8
Хабаровский край,Комсомольск-на-Амуре,2015,106245.8,46.0,11.0,3552.4,6.7,3.5,20128.4,38886.0,65.0
Хабаровский край,Комсомольск-на-Амуре,2016,110232.0,48.9,12.7,3328.9,18.8,10.9,12959.9,42067.2,64.9
Хабаровский край,Комсомольск-на-Амуре,2017,113830.4,50.5,15.1,3219.9,17.4,8.0,11904.0,45024.0,62.1
